Período;Tasa de desempleo nacional en Porcentaje - Mensual
9/5/2008 0:00;4,99
10/5/2008 0:00;4,99
11/5/2008 0:00;4,99
12/5/2008 0:00;4,99
13/5/2008 0:00;4,99
14/5/2008 0:00;4,99
15/5/2008 0:00;4,99
16/5/2008 0:00;4,99
17/5/2008 0:00;4,99
18/5/2008 0:00;4,99
19/5/2008 0:00;4,99
20/5/2008 0:00;4,99
21/5/2008 0:00;4,99
22/5/2008 0:00;4,99
23/5/2008 0:00;4,99
24/5/2008 0:00;4,99
25/5/2008 0:00;4,99
26/5/2008 0:00;4,99
27/5/2008 0:00;4,99
28/5/2008 0:00;4,99
29/5/2008 0:00;4,99
30/5/2008 0:00;4,99
31/5/2008 0:00;4,99
1/6/2008 0:00;5,22
2/6/2008 0:00;5,22
3/6/2008 0:00;5,22
4/6/2008 0:00;5,22
5/6/2008 0:00;5,22
6/6/2008 0:00;5,22
7/6/2008 0:00;5,22
8/6/2008 0:00;5,22
9/6/2008 0:00;5,22
10/6/2008 0:00;5,22
11/6/2008 0:00;5,22
12/6/2008 0:00;5,22
13/6/2008 0:00;5,22
14/6/2008 0:00;5,22
15/6/2008 0:00;5,22
16/6/2008 0:00;5,22
17/6/2008 0:00;5,22
18/6/2008 0:00;5,22
19/6/2008 0:00;5,22
20/6/2008 0:00;5,22
21/6/2008 0:00;5,22
22/6/2008 0:00;5,22
23/6/2008 0:00;5,22
24/6/2008 0:00;5,22
25/6/2008 0:00;5,22
26/6/2008 0:00;5,22
27/6/2008 0:00;5,22
28/6/2008 0:00;5,22
29/6/2008 0:00;5,22
30/6/2008 0:00;5,22
1/7/2008 0:00;5,22
2/7/2008 0:00;5,22
3/7/2008 0:00;5,22
4/7/2008 0:00;5,22
5/7/2008 0:00;5,22
6/7/2008 0:00;5,22
7/7/2008 0:00;5,22
8/7/2008 0:00;5,22
9/7/2008 0:00;5,22
10/7/2008 0:00;5,22
11/7/2008 0:00;5,22
12/7/2008 0:00;5,22
13/7/2008 0:00;5,22
14/7/2008 0:00;5,22
15/7/2008 0:00;5,22
16/7/2008 0:00;5,22
17/7/2008 0:00;5,22
18/7/2008 0:00;5,22
19/7/2008 0:00;5,22
20/7/2008 0:00;5,22
21/7/2008 0:00;5,22
22/7/2008 0:00;5,22
23/7/2008 0:00;5,22
24/7/2008 0:00;5,22
25/7/2008 0:00;5,22
26/7/2008 0:00;5,22
27/7/2008 0:00;5,22
28/7/2008 0:00;5,22
29/7/2008 0:00;5,22
30/7/2008 0:00;5,22
31/7/2008 0:00;5,22
1/8/2008 0:00;5,22
2/8/2008 0:00;5,22
3/8/2008 0:00;5,22
4/8/2008 0:00;5,22
5/8/2008 0:00;5,22
6/8/2008 0:00;5,22
7/8/2008 0:00;5,22
8/8/2008 0:00;5,22
9/8/2008 0:00;5,22
10/8/2008 0:00;5,22
11/8/2008 0:00;5,22
12/8/2008 0:00;5,22
13/8/2008 0:00;5,22
14/8/2008 0:00;5,22
15/8/2008 0:00;5,22
16/8/2008 0:00;5,22
17/8/2008 0:00;5,22
18/8/2008 0:00;5,22
19/8/2008 0:00;5,22
20/8/2008 0:00;5,22
21/8/2008 0:00;5,22
22/8/2008 0:00;5,22
23/8/2008 0:00;5,22
24/8/2008 0:00;5,22
25/8/2008 0:00;5,22
26/8/2008 0:00;5,22
27/8/2008 0:00;5,22
28/8/2008 0:00;5,22
29/8/2008 0:00;5,22
30/8/2008 0:00;5,22
31/8/2008 0:00;5,22
1/9/2008 0:00;5,22
2/9/2008 0:00;5,22
3/9/2008 0:00;5,22
4/9/2008 0:00;5,22
5/9/2008 0:00;5,22
6/9/2008 0:00;5,22
7/9/2008 0:00;5,22
8/9/2008 0:00;5,22
9/9/2008 0:00;5,22
10/9/2008 0:00;5,22
11/9/2008 0:00;5,22
12/9/2008 0:00;5,22
13/9/2008 0:00;5,22
14/9/2008 0:00;5,22
15/9/2008 0:00;5,22
16/9/2008 0:00;5,22
17/9/2008 0:00;5,22
18/9/2008 0:00;5,22
19/9/2008 0:00;5,22
20/9/2008 0:00;5,22
21/9/2008 0:00;5,22
22/9/2008 0:00;5,22
23/9/2008 0:00;5,22
24/9/2008 0:00;5,22
25/9/2008 0:00;5,22
26/9/2008 0:00;5,22
27/9/2008 0:00;5,22
28/9/2008 0:00;5,22
29/9/2008 0:00;5,22
30/9/2008 0:00;5,22
1/10/2008 0:00;5,22
2/10/2008 0:00;5,22
3/10/2008 0:00;5,22
4/10/2008 0:00;5,22
5/10/2008 0:00;5,22
6/10/2008 0:00;5,22
7/10/2008 0:00;5,22
8/10/2008 0:00;5,22
9/10/2008 0:00;5,22
10/10/2008 0:00;5,22
11/10/2008 0:00;5,22
12/10/2008 0:00;5,22
13/10/2008 0:00;5,22
14/10/2008 0:00;5,22
15/10/2008 0:00;5,22
16/10/2008 0:00;5,22
17/10/2008 0:00;5,22
18/10/2008 0:00;5,22
19/10/2008 0:00;5,22
20/10/2008 0:00;5,22
21/10/2008 0:00;5,22
22/10/2008 0:00;5,22
23/10/2008 0:00;5,22
24/10/2008 0:00;5,22
25/10/2008 0:00;5,22
26/10/2008 0:00;5,22
27/10/2008 0:00;5,22
28/10/2008 0:00;5,22
29/10/2008 0:00;5,22
30/10/2008 0:00;5,22
31/10/2008 0:00;5,22
1/11/2008 0:00;5,22
2/11/2008 0:00;5,22
3/11/2008 0:00;5,22
4/11/2008 0:00;5,22
5/11/2008 0:00;5,22
6/11/2008 0:00;5,22
7/11/2008 0:00;5,22
8/11/2008 0:00;5,22
9/11/2008 0:00;5,22
10/11/2008 0:00;5,22
11/11/2008 0:00;5,22
12/11/2008 0:00;5,22
13/11/2008 0:00;5,22
14/11/2008 0:00;5,22
15/11/2008 0:00;5,22
16/11/2008 0:00;5,22
17/11/2008 0:00;5,22
18/11/2008 0:00;5,22
19/11/2008 0:00;5,22
20/11/2008 0:00;5,22
21/11/2008 0:00;5,22
22/11/2008 0:00;5,22
23/11/2008 0:00;5,22
24/11/2008 0:00;5,22
25/11/2008 0:00;5,22
26/11/2008 0:00;5,22
27/11/2008 0:00;5,22
28/11/2008 0:00;5,22
29/11/2008 0:00;5,22
30/11/2008 0:00;5,22
1/12/2008 0:00;5,95
2/12/2008 0:00;5,95
3/12/2008 0:00;5,95
4/12/2008 0:00;5,95
5/12/2008 0:00;5,95
6/12/2008 0:00;5,95
7/12/2008 0:00;5,95
8/12/2008 0:00;5,95
9/12/2008 0:00;5,95
10/12/2008 0:00;5,95
11/12/2008 0:00;5,95
12/12/2008 0:00;5,95
13/12/2008 0:00;5,95
14/12/2008 0:00;5,95
15/12/2008 0:00;5,95
16/12/2008 0:00;5,95
17/12/2008 0:00;5,95
18/12/2008 0:00;5,95
19/12/2008 0:00;5,95
20/12/2008 0:00;5,95
21/12/2008 0:00;5,95
22/12/2008 0:00;5,95
23/12/2008 0:00;5,95
24/12/2008 0:00;5,95
25/12/2008 0:00;5,95
26/12/2008 0:00;5,95
27/12/2008 0:00;5,95
28/12/2008 0:00;5,95
29/12/2008 0:00;5,95
30/12/2008 0:00;5,95
31/12/2008 0:00;5,95
1/1/2009 0:00;5,95
2/1/2009 0:00;5,95
3/1/2009 0:00;5,95
4/1/2009 0:00;5,95
5/1/2009 0:00;5,95
6/1/2009 0:00;5,95
7/1/2009 0:00;5,95
8/1/2009 0:00;5,95
9/1/2009 0:00;5,95
10/1/2009 0:00;5,95
11/1/2009 0:00;5,95
12/1/2009 0:00;5,95
13/1/2009 0:00;5,95
14/1/2009 0:00;5,95
15/1/2009 0:00;5,95
16/1/2009 0:00;5,95
17/1/2009 0:00;5,95
18/1/2009 0:00;5,95
19/1/2009 0:00;5,95
20/1/2009 0:00;5,95
21/1/2009 0:00;5,95
22/1/2009 0:00;5,95
23/1/2009 0:00;5,95
24/1/2009 0:00;5,95
25/1/2009 0:00;5,95
26/1/2009 0:00;5,95
27/1/2009 0:00;5,95
28/1/2009 0:00;5,95
29/1/2009 0:00;5,95
30/1/2009 0:00;5,95
31/1/2009 0:00;5,95
1/2/2009 0:00;5,95
2/2/2009 0:00;5,95
3/2/2009 0:00;5,95
4/2/2009 0:00;5,95
5/2/2009 0:00;5,95
6/2/2009 0:00;5,95
7/2/2009 0:00;5,95
8/2/2009 0:00;5,95
9/2/2009 0:00;5,95
10/2/2009 0:00;5,95
11/2/2009 0:00;5,95
12/2/2009 0:00;5,95
13/2/2009 0:00;5,95
14/2/2009 0:00;5,95
15/2/2009 0:00;5,95
16/2/2009 0:00;5,95
17/2/2009 0:00;5,95
18/2/2009 0:00;5,95
19/2/2009 0:00;5,95
20/2/2009 0:00;5,95
21/2/2009 0:00;5,95
22/2/2009 0:00;5,95
23/2/2009 0:00;5,95
24/2/2009 0:00;5,95
25/2/2009 0:00;5,95
26/2/2009 0:00;5,95
27/2/2009 0:00;5,95
28/2/2009 0:00;5,95
1/3/2009 0:00;5,95
2/3/2009 0:00;5,95
3/3/2009 0:00;5,95
4/3/2009 0:00;5,95
5/3/2009 0:00;5,95
6/3/2009 0:00;5,95
7/3/2009 0:00;5,95
8/3/2009 0:00;5,95
9/3/2009 0:00;5,95
10/3/2009 0:00;5,95
11/3/2009 0:00;5,95
12/3/2009 0:00;5,95
13/3/2009 0:00;5,95
14/3/2009 0:00;5,95
15/3/2009 0:00;5,95
16/3/2009 0:00;5,95
17/3/2009 0:00;5,95
18/3/2009 0:00;5,95
19/3/2009 0:00;5,95
20/3/2009 0:00;5,95
21/3/2009 0:00;5,95
22/3/2009 0:00;5,95
23/3/2009 0:00;5,95
24/3/2009 0:00;5,95
25/3/2009 0:00;5,95
26/3/2009 0:00;5,95
27/3/2009 0:00;5,95
28/3/2009 0:00;5,95
29/3/2009 0:00;5,95
30/3/2009 0:00;5,95
31/3/2009 0:00;5,95
1/4/2009 0:00;5,95
2/4/2009 0:00;5,95
3/4/2009 0:00;5,95
4/4/2009 0:00;5,95
5/4/2009 0:00;5,95
6/4/2009 0:00;5,95
7/4/2009 0:00;5,95
8/4/2009 0:00;5,95
9/4/2009 0:00;5,95
10/4/2009 0:00;5,95
11/4/2009 0:00;5,95
12/4/2009 0:00;5,95
13/4/2009 0:00;5,95
14/4/2009 0:00;5,95
15/4/2009 0:00;5,95
16/4/2009 0:00;5,95
17/4/2009 0:00;5,95
18/4/2009 0:00;5,95
19/4/2009 0:00;5,95
20/4/2009 0:00;5,95
21/4/2009 0:00;5,95
22/4/2009 0:00;5,95
23/4/2009 0:00;5,95
24/4/2009 0:00;5,95
25/4/2009 0:00;5,95
26/4/2009 0:00;5,95
27/4/2009 0:00;5,95
28/4/2009 0:00;5,95
29/4/2009 0:00;5,95
30/4/2009 0:00;5,95
1/5/2009 0:00;5,95
2/5/2009 0:00;5,95
3/5/2009 0:00;5,95
4/5/2009 0:00;5,95
5/5/2009 0:00;5,95
6/5/2009 0:00;5,95
7/5/2009 0:00;5,95
8/5/2009 0:00;5,95
9/5/2009 0:00;5,95
10/5/2009 0:00;5,95
11/5/2009 0:00;5,95
12/5/2009 0:00;5,95
13/5/2009 0:00;5,95
14/5/2009 0:00;5,95
15/5/2009 0:00;5,95
16/5/2009 0:00;5,95
17/5/2009 0:00;5,95
18/5/2009 0:00;5,95
19/5/2009 0:00;5,95
20/5/2009 0:00;5,95
21/5/2009 0:00;5,95
22/5/2009 0:00;5,95
23/5/2009 0:00;5,95
24/5/2009 0:00;5,95
25/5/2009 0:00;5,95
26/5/2009 0:00;5,95
27/5/2009 0:00;5,95
28/5/2009 0:00;5,95
29/5/2009 0:00;5,95
30/5/2009 0:00;5,95
31/5/2009 0:00;5,95
1/6/2009 0:00;5,95
2/6/2009 0:00;5,95
3/6/2009 0:00;5,95
4/6/2009 0:00;5,95
5/6/2009 0:00;5,95
6/6/2009 0:00;5,95
7/6/2009 0:00;5,95
8/6/2009 0:00;5,95
9/6/2009 0:00;5,95
10/6/2009 0:00;5,95
11/6/2009 0:00;5,95
12/6/2009 0:00;5,95
13/6/2009 0:00;5,95
14/6/2009 0:00;5,95
15/6/2009 0:00;5,95
16/6/2009 0:00;5,95
17/6/2009 0:00;5,95
18/6/2009 0:00;5,95
19/6/2009 0:00;5,95
20/6/2009 0:00;5,95
21/6/2009 0:00;5,95
22/6/2009 0:00;5,95
23/6/2009 0:00;5,95
24/6/2009 0:00;5,95
25/6/2009 0:00;5,95
26/6/2009 0:00;5,95
27/6/2009 0:00;5,95
28/6/2009 0:00;5,95
29/6/2009 0:00;5,95
30/6/2009 0:00;5,95
1/7/2009 0:00;5,95
2/7/2009 0:00;5,95
3/7/2009 0:00;5,95
4/7/2009 0:00;5,95
5/7/2009 0:00;5,95
6/7/2009 0:00;5,95
7/7/2009 0:00;5,95
8/7/2009 0:00;5,95
9/7/2009 0:00;5,95
10/7/2009 0:00;5,95
11/7/2009 0:00;5,95
12/7/2009 0:00;5,95
13/7/2009 0:00;5,95
14/7/2009 0:00;5,95
15/7/2009 0:00;5,95
16/7/2009 0:00;5,95
17/7/2009 0:00;5,95
18/7/2009 0:00;5,95
19/7/2009 0:00;5,95
20/7/2009 0:00;5,95
21/7/2009 0:00;5,95
22/7/2009 0:00;5,95
23/7/2009 0:00;5,95
24/7/2009 0:00;5,95
25/7/2009 0:00;5,95
26/7/2009 0:00;5,95
27/7/2009 0:00;5,95
28/7/2009 0:00;5,95
29/7/2009 0:00;5,95
30/7/2009 0:00;5,95
31/7/2009 0:00;5,95
1/8/2009 0:00;5,95
2/8/2009 0:00;5,95
3/8/2009 0:00;5,95
4/8/2009 0:00;5,95
5/8/2009 0:00;5,95
6/8/2009 0:00;5,95
7/8/2009 0:00;5,95
8/8/2009 0:00;5,95
9/8/2009 0:00;5,95
10/8/2009 0:00;5,95
11/8/2009 0:00;5,95
12/8/2009 0:00;5,95
13/8/2009 0:00;5,95
14/8/2009 0:00;5,95
15/8/2009 0:00;5,95
16/8/2009 0:00;5,95
17/8/2009 0:00;5,95
18/8/2009 0:00;5,95
19/8/2009 0:00;5,95
20/8/2009 0:00;5,95
21/8/2009 0:00;5,95
22/8/2009 0:00;5,95
23/8/2009 0:00;5,95
24/8/2009 0:00;5,95
25/8/2009 0:00;5,95
26/8/2009 0:00;5,95
27/8/2009 0:00;5,95
28/8/2009 0:00;5,95
29/8/2009 0:00;5,95
30/8/2009 0:00;5,95
31/8/2009 0:00;5,95
1/9/2009 0:00;5,95
2/9/2009 0:00;5,95
3/9/2009 0:00;5,95
4/9/2009 0:00;5,95
5/9/2009 0:00;5,95
6/9/2009 0:00;5,95
7/9/2009 0:00;5,95
8/9/2009 0:00;5,95
9/9/2009 0:00;5,95
10/9/2009 0:00;5,95
11/9/2009 0:00;5,95
12/9/2009 0:00;5,95
13/9/2009 0:00;5,95
14/9/2009 0:00;5,95
15/9/2009 0:00;5,95
16/9/2009 0:00;5,95
17/9/2009 0:00;5,95
18/9/2009 0:00;5,95
19/9/2009 0:00;5,95
20/9/2009 0:00;5,95
21/9/2009 0:00;5,95
22/9/2009 0:00;5,95
23/9/2009 0:00;5,95
24/9/2009 0:00;5,95
25/9/2009 0:00;5,95
26/9/2009 0:00;5,95
27/9/2009 0:00;5,95
28/9/2009 0:00;5,95
29/9/2009 0:00;5,95
30/9/2009 0:00;5,95
1/10/2009 0:00;5,95
2/10/2009 0:00;5,95
3/10/2009 0:00;5,95
4/10/2009 0:00;5,95
5/10/2009 0:00;5,95
6/10/2009 0:00;5,95
7/10/2009 0:00;5,95
8/10/2009 0:00;5,95
9/10/2009 0:00;5,95
10/10/2009 0:00;5,95
11/10/2009 0:00;5,95
12/10/2009 0:00;5,95
13/10/2009 0:00;5,95
14/10/2009 0:00;5,95
15/10/2009 0:00;5,95
16/10/2009 0:00;5,95
17/10/2009 0:00;5,95
18/10/2009 0:00;5,95
19/10/2009 0:00;5,95
20/10/2009 0:00;5,95
21/10/2009 0:00;5,95
22/10/2009 0:00;5,95
23/10/2009 0:00;5,95
24/10/2009 0:00;5,95
25/10/2009 0:00;5,95
26/10/2009 0:00;5,95
27/10/2009 0:00;5,95
28/10/2009 0:00;5,95
29/10/2009 0:00;5,95
30/10/2009 0:00;5,95
31/10/2009 0:00;5,95
1/11/2009 0:00;5,95
2/11/2009 0:00;5,95
3/11/2009 0:00;5,95
4/11/2009 0:00;5,95
5/11/2009 0:00;5,95
6/11/2009 0:00;5,95
7/11/2009 0:00;5,95
8/11/2009 0:00;5,95
9/11/2009 0:00;5,95
10/11/2009 0:00;5,95
11/11/2009 0:00;5,95
12/11/2009 0:00;5,95
13/11/2009 0:00;5,95
14/11/2009 0:00;5,95
15/11/2009 0:00;5,95
16/11/2009 0:00;5,95
17/11/2009 0:00;5,95
18/11/2009 0:00;5,95
19/11/2009 0:00;5,95
20/11/2009 0:00;5,95
21/11/2009 0:00;5,95
22/11/2009 0:00;5,95
23/11/2009 0:00;5,95
24/11/2009 0:00;5,95
25/11/2009 0:00;5,95
26/11/2009 0:00;5,95
27/11/2009 0:00;5,95
28/11/2009 0:00;5,95
29/11/2009 0:00;5,95
30/11/2009 0:00;5,95
1/12/2009 0:00;6,47
2/12/2009 0:00;6,47
3/12/2009 0:00;6,47
4/12/2009 0:00;6,47
5/12/2009 0:00;6,47
6/12/2009 0:00;6,47
7/12/2009 0:00;6,47
8/12/2009 0:00;6,47
9/12/2009 0:00;6,47
10/12/2009 0:00;6,47
11/12/2009 0:00;6,47
12/12/2009 0:00;6,47
13/12/2009 0:00;6,47
14/12/2009 0:00;6,47
15/12/2009 0:00;6,47
16/12/2009 0:00;6,47
17/12/2009 0:00;6,47
18/12/2009 0:00;6,47
19/12/2009 0:00;6,47
20/12/2009 0:00;6,47
21/12/2009 0:00;6,47
22/12/2009 0:00;6,47
23/12/2009 0:00;6,47
24/12/2009 0:00;6,47
25/12/2009 0:00;6,47
26/12/2009 0:00;6,47
27/12/2009 0:00;6,47
28/12/2009 0:00;6,47
29/12/2009 0:00;6,47
30/12/2009 0:00;6,47
31/12/2009 0:00;6,47
1/1/2010 0:00;6,47
2/1/2010 0:00;6,47
3/1/2010 0:00;6,47
4/1/2010 0:00;6,47
5/1/2010 0:00;6,47
6/1/2010 0:00;6,47
7/1/2010 0:00;6,47
8/1/2010 0:00;6,47
9/1/2010 0:00;6,47
10/1/2010 0:00;6,47
11/1/2010 0:00;6,47
12/1/2010 0:00;6,47
13/1/2010 0:00;6,47
14/1/2010 0:00;6,47
15/1/2010 0:00;6,47
16/1/2010 0:00;6,47
17/1/2010 0:00;6,47
18/1/2010 0:00;6,47
19/1/2010 0:00;6,47
20/1/2010 0:00;6,47
21/1/2010 0:00;6,47
22/1/2010 0:00;6,47
23/1/2010 0:00;6,47
24/1/2010 0:00;6,47
25/1/2010 0:00;6,47
26/1/2010 0:00;6,47
27/1/2010 0:00;6,47
28/1/2010 0:00;6,47
29/1/2010 0:00;6,47
30/1/2010 0:00;6,47
31/1/2010 0:00;6,47
1/2/2010 0:00;6,47
2/2/2010 0:00;6,47
3/2/2010 0:00;6,47
4/2/2010 0:00;6,47
5/2/2010 0:00;6,47
6/2/2010 0:00;6,47
7/2/2010 0:00;6,47
8/2/2010 0:00;6,47
9/2/2010 0:00;6,47
10/2/2010 0:00;6,47
11/2/2010 0:00;6,47
12/2/2010 0:00;6,47
13/2/2010 0:00;6,47
14/2/2010 0:00;6,47
15/2/2010 0:00;6,47
16/2/2010 0:00;6,47
17/2/2010 0:00;6,47
18/2/2010 0:00;6,47
19/2/2010 0:00;6,47
20/2/2010 0:00;6,47
21/2/2010 0:00;6,47
22/2/2010 0:00;6,47
23/2/2010 0:00;6,47
24/2/2010 0:00;6,47
25/2/2010 0:00;6,47
26/2/2010 0:00;6,47
27/2/2010 0:00;6,47
28/2/2010 0:00;6,47
1/3/2010 0:00;6,47
2/3/2010 0:00;6,47
3/3/2010 0:00;6,47
4/3/2010 0:00;6,47
5/3/2010 0:00;6,47
6/3/2010 0:00;6,47
7/3/2010 0:00;6,47
8/3/2010 0:00;6,47
9/3/2010 0:00;6,47
10/3/2010 0:00;6,47
11/3/2010 0:00;6,47
12/3/2010 0:00;6,47
13/3/2010 0:00;6,47
14/3/2010 0:00;6,47
15/3/2010 0:00;6,47
16/3/2010 0:00;6,47
17/3/2010 0:00;6,47
18/3/2010 0:00;6,47
19/3/2010 0:00;6,47
20/3/2010 0:00;6,47
21/3/2010 0:00;6,47
22/3/2010 0:00;6,47
23/3/2010 0:00;6,47
24/3/2010 0:00;6,47
25/3/2010 0:00;6,47
26/3/2010 0:00;6,47
27/3/2010 0:00;6,47
28/3/2010 0:00;6,47
29/3/2010 0:00;6,47
30/3/2010 0:00;6,47
31/3/2010 0:00;6,47
1/4/2010 0:00;6,47
2/4/2010 0:00;6,47
3/4/2010 0:00;6,47
4/4/2010 0:00;6,47
5/4/2010 0:00;6,47
6/4/2010 0:00;6,47
7/4/2010 0:00;6,47
8/4/2010 0:00;6,47
9/4/2010 0:00;6,47
10/4/2010 0:00;6,47
11/4/2010 0:00;6,47
12/4/2010 0:00;6,47
13/4/2010 0:00;6,47
14/4/2010 0:00;6,47
15/4/2010 0:00;6,47
16/4/2010 0:00;6,47
17/4/2010 0:00;6,47
18/4/2010 0:00;6,47
19/4/2010 0:00;6,47
20/4/2010 0:00;6,47
21/4/2010 0:00;6,47
22/4/2010 0:00;6,47
23/4/2010 0:00;6,47
24/4/2010 0:00;6,47
25/4/2010 0:00;6,47
26/4/2010 0:00;6,47
27/4/2010 0:00;6,47
28/4/2010 0:00;6,47
29/4/2010 0:00;6,47
30/4/2010 0:00;6,47
1/5/2010 0:00;6,47
2/5/2010 0:00;6,47
3/5/2010 0:00;6,47
4/5/2010 0:00;6,47
5/5/2010 0:00;6,47
6/5/2010 0:00;6,47
7/5/2010 0:00;6,47
8/5/2010 0:00;6,47
9/5/2010 0:00;6,47
10/5/2010 0:00;6,47
11/5/2010 0:00;6,47
12/5/2010 0:00;6,47
13/5/2010 0:00;6,47
14/5/2010 0:00;6,47
15/5/2010 0:00;6,47
16/5/2010 0:00;6,47
17/5/2010 0:00;6,47
18/5/2010 0:00;6,47
19/5/2010 0:00;6,47
20/5/2010 0:00;6,47
21/5/2010 0:00;6,47
22/5/2010 0:00;6,47
23/5/2010 0:00;6,47
24/5/2010 0:00;6,47
25/5/2010 0:00;6,47
26/5/2010 0:00;6,47
27/5/2010 0:00;6,47
28/5/2010 0:00;6,47
29/5/2010 0:00;6,47
30/5/2010 0:00;6,47
31/5/2010 0:00;6,47
1/6/2010 0:00;6,2
2/6/2010 0:00;6,2
3/6/2010 0:00;6,2
4/6/2010 0:00;6,2
5/6/2010 0:00;6,2
6/6/2010 0:00;6,2
7/6/2010 0:00;6,2
8/6/2010 0:00;6,2
9/6/2010 0:00;6,2
10/6/2010 0:00;6,2
11/6/2010 0:00;6,2
12/6/2010 0:00;6,2
13/6/2010 0:00;6,2
14/6/2010 0:00;6,2
15/6/2010 0:00;6,2
16/6/2010 0:00;6,2
